"id";"tipo";"sector";"territorio";"nombre_canonico";"query_1";"vol_q1";"query_2";"vol_q2";"query_3";"vol_q3";"vol_total";"tengo_landing";"peso_tipo";"score";"notas"
"15";"sectorial-provincial";"metal";"Castellón";"Convenio Metal Castellón";"convenio metal castellón";"500";"convenio metal castellón 2026";"500";"tabla salarial metal castellón";"0";"1000";"no";"1";"1000";""
"106";"sectorial-provincial";"hosteleria";"Albacete";"Convenio Hostelería Albacete";"convenio hostelería albacete";"500";"convenio hostelería albacete 2026";"500";"tabla salarial hostelería albacete";"0";"1000";"no";"1";"1000";""
"105";"sectorial-provincial";"hosteleria";"Álava";"Convenio Hostelería Álava";"convenio hostelería álava";"500";"convenio hostelería álava 2026";"500";"tabla salarial hostelería álava";"0";"1000";"no";"1";"1000";""
"387";"empresa";"siderurgia";"Asturias";"Convenio ArcelorMittal Asturias";"convenio arcelormittal asturias";"500";"convenio arcelormittal asturias 2026";"500";"tabla salarial arcelormittal asturias";"500";"1500";"no";"0,6";"900";""
"364";"autonomico";"limpieza";"Catalunya";"Convenio Limpieza Catalunya";"convenio limpieza catalunya";"500";"convenio limpieza catalunya 2026";"500";"tabla salarial limpieza catalunya";"0";"1000";"si";"0,8";"800";""
"367";"autonomico";"ayuda a domicilio";"Madrid";"Convenio Ayuda A Domicilio Madrid";"convenio ayuda a domicilio madrid";"500";"convenio ayuda a domicilio madrid 2026";"0";"tabla salarial ayuda a domicilio madrid";"500";"1000";"no";"0,8";"800";""
"424";"empresa";"sanidad";"Estatal";"Convenio Sanitas";"convenio sanitas";"500";"convenio sanitas 2026";"0";"tabla salarial sanitas";"500";"1000";"no";"0,6";"600";""
"419";"empresa";"ETT";"Estatal";"Convenio Adecco";"convenio adecco";"500";"convenio adecco 2026";"0";"tabla salarial adecco";"500";"1000";"no";"0,6";"600";""
"378";"empresa";"metal";"Pamplona";"Convenio Volkswagen Navarra";"convenio volkswagen navarra";"500";"convenio volkswagen navarra 2026";"500";"tabla salarial volkswagen navarra";"0";"1000";"no";"0,6";"600";""
"402";"empresa";"banca";"Estatal";"Convenio Banco Sabadell";"convenio banco sabadell";"500";"convenio banco sabadell 2026";"0";"tabla salarial banco sabadell";"500";"1000";"no";"0,6";"600";""
"403";"empresa";"banca";"Estatal";"Convenio Bankinter";"convenio bankinter";"500";"convenio bankinter 2026";"0";"tabla salarial bankinter";"500";"1000";"no";"0,6";"600";""
"394";"empresa";"energia";"Estatal";"Convenio Cepsa";"convenio cepsa";"500";"convenio cepsa 2026";"0";"tabla salarial cepsa";"500";"1000";"no";"0,6";"600";""
"395";"empresa";"telecom";"Estatal";"Convenio Telefónica";"convenio telefónica";"0";"convenio telefónica 2026";"500";"tabla salarial telefónica";"500";"1000";"no";"0,6";"600";""
"400";"empresa";"banca";"Estatal";"Convenio BBVA";"convenio bbva";"500";"convenio bbva 2026";"0";"tabla salarial bbva";"500";"1000";"no";"0,6";"600";""
"389";"empresa";"siderurgia";"Bizkaia";"Convenio Sidenor";"convenio sidenor";"500";"convenio sidenor 2026";"0";"tabla salarial sidenor";"500";"1000";"no";"0,6";"600";""
"393";"empresa";"energia";"Estatal";"Convenio Repsol";"convenio repsol";"500";"convenio repsol 2026";"0";"tabla salarial repsol";"500";"1000";"no";"0,6";"600";""
"412";"empresa";"logistica";"Estatal";"Convenio Amazon España";"convenio amazon españa";"500";"convenio amazon españa 2026";"0";"tabla salarial amazon españa";"500";"1000";"no";"0,6";"600";""
"404";"empresa";"aviacion";"Estatal";"Convenio Iberia";"convenio iberia";"500";"convenio iberia 2026";"0";"tabla salarial iberia";"500";"1000";"no";"0,6";"600";""
"321";"sectorial-provincial";"panaderia";"Madrid";"Convenio Panadería Madrid";"convenio panadería madrid";"500";"convenio panadería madrid 2026";"0";"tabla salarial panadería madrid";"0";"500";"no";"1";"500";""
"291";"sectorial-provincial";"oficinas-despachos";"Tarragona";"Convenio Oficinas y Despachos Tarragona";"convenio oficinas y despachos tarragona";"500";"convenio oficinas y despachos tarragona 2026";"0";"tabla salarial oficinas y despachos tarragona";"0";"500";"no";"1";"500";""
"209";"sectorial-provincial";"transporte-mercancias";"Álava";"Convenio Transporte de Mercancías por Carretera Álava";"convenio transporte de mercancías por carretera álava";"500";"convenio transporte de mercancías por carretera álava 2026";"0";"tabla salarial transporte de mercancías por carretera álava";"0";"500";"no";"1";"500";""
"249";"sectorial-provincial";"transporte-mercancias";"Sevilla";"Convenio Transporte de Mercancías por Carretera Sevilla";"convenio transporte de mercancías por carretera sevilla";"500";"convenio transporte de mercancías por carretera sevilla 2026";"0";"tabla salarial transporte de mercancías por carretera sevilla";"0";"500";"no";"1";"500";""
"302";"sectorial-provincial";"quimica";"Barcelona";"Convenio Industria Química Barcelona";"convenio industria química barcelona";"500";"convenio industria química barcelona 2026";"0";"tabla salarial industria química barcelona";"0";"500";"no";"1";"500";""
"212";"sectorial-provincial";"transporte-mercancias";"Almería";"Convenio Transporte de Mercancías por Carretera Almería";"convenio transporte de mercancías por carretera almería";"500";"convenio transporte de mercancías por carretera almería 2026";"0";"tabla salarial transporte de mercancías por carretera almería";"0";"500";"no";"1";"500";""
"196";"sectorial-provincial";"construccion";"Segovia";"Convenio Construcción Segovia";"convenio construcción segovia";"0";"convenio construcción segovia 2026";"500";"tabla salarial construcción segovia";"0";"500";"no";"1";"500";""
"297";"sectorial-provincial";"oficinas-despachos";"Baleares";"Convenio Oficinas y Despachos Baleares";"convenio oficinas y despachos baleares";"500";"convenio oficinas y despachos baleares 2026";"0";"tabla salarial oficinas y despachos baleares";"0";"500";"no";"1";"500";""
"265";"sectorial-provincial";"comercio-metal";"Gipuzkoa";"Convenio Comercio del Metal Gipuzkoa";"convenio comercio del metal gipuzkoa";"500";"convenio comercio del metal gipuzkoa 2026";"0";"tabla salarial comercio del metal gipuzkoa";"0";"500";"no";"1";"500";""
"202";"sectorial-provincial";"construccion";"Toledo";"Convenio Construcción Toledo";"convenio construcción toledo";"0";"convenio construcción toledo 2026";"500";"tabla salarial construcción toledo";"0";"500";"no";"1";"500";""
"240";"sectorial-provincial";"transporte-mercancias";"Murcia";"Convenio Transporte de Mercancías por Carretera Murcia";"convenio transporte de mercancías por carretera murcia";"500";"convenio transporte de mercancías por carretera murcia 2026";"0";"tabla salarial transporte de mercancías por carretera murcia";"0";"500";"no";"1";"500";""
"241";"sectorial-provincial";"transporte-mercancias";"Navarra";"Convenio Transporte de Mercancías por Carretera Navarra";"convenio transporte de mercancías por carretera navarra";"500";"convenio transporte de mercancías por carretera navarra 2026";"0";"tabla salarial transporte de mercancías por carretera navarra";"0";"500";"no";"1";"500";""
"201";"sectorial-provincial";"construccion";"Teruel";"Convenio Construcción Teruel";"convenio construcción teruel";"0";"convenio construcción teruel 2026";"500";"tabla salarial construcción teruel";"0";"500";"no";"1";"500";""
"225";"sectorial-provincial";"transporte-mercancias";"Córdoba";"Convenio Transporte de Mercancías por Carretera Córdoba";"convenio transporte de mercancías por carretera córdoba";"500";"convenio transporte de mercancías por carretera córdoba 2026";"0";"tabla salarial transporte de mercancías por carretera córdoba";"0";"500";"no";"1";"500";""
"222";"sectorial-provincial";"transporte-mercancias";"Cantabria";"Convenio Transporte de Mercancías por Carretera Cantabria";"convenio transporte de mercancías por carretera cantabria";"500";"convenio transporte de mercancías por carretera cantabria 2026";"0";"tabla salarial transporte de mercancías por carretera cantabria";"0";"500";"no";"1";"500";""
"239";"sectorial-provincial";"transporte-mercancias";"Málaga";"Convenio Transporte de Mercancías por Carretera Málaga";"convenio transporte de mercancías por carretera málaga";"500";"convenio transporte de mercancías por carretera málaga 2026";"0";"tabla salarial transporte de mercancías por carretera málaga";"0";"500";"no";"1";"500";""
"198";"sectorial-provincial";"construccion";"Soria";"Convenio Construcción Soria";"convenio construcción soria";"500";"convenio construcción soria 2026";"0";"tabla salarial construcción soria";"0";"500";"no";"1";"500";""
"99";"sectorial-provincial";"limpieza";"Valencia";"Convenio Limpieza de Edificios y Locales Valencia";"convenio limpieza de edificios y locales valencia";"500";"convenio limpieza de edificios y locales valencia 2026";"0";"tabla salarial limpieza de edificios y locales valencia";"0";"500";"si";"1";"500";""
"12";"sectorial-provincial";"metal";"Cáceres";"Convenio Metal Cáceres";"convenio metal cáceres";"500";"convenio metal cáceres 2026";"0";"tabla salarial metal cáceres";"0";"500";"no";"1";"500";""
"26";"sectorial-provincial";"metal";"Jaén";"Convenio Metal Jaén";"convenio metal jaén";"0";"convenio metal jaén 2026";"500";"tabla salarial metal jaén";"0";"500";"no";"1";"500";""
"102";"sectorial-provincial";"limpieza";"Zaragoza";"Convenio Limpieza de Edificios y Locales Zaragoza";"convenio limpieza de edificios y locales zaragoza";"500";"convenio limpieza de edificios y locales zaragoza 2026";"0";"tabla salarial limpieza de edificios y locales zaragoza";"0";"500";"si";"1";"500";""
"125";"sectorial-provincial";"hosteleria";"Girona";"Convenio Hostelería Girona";"convenio hostelería girona";"500";"convenio hostelería girona 2026";"0";"tabla salarial hostelería girona";"0";"500";"si";"1";"500";""
"122";"sectorial-provincial";"hosteleria";"A Coruña";"Convenio Hostelería A Coruña";"convenio hostelería a coruña";"500";"convenio hostelería a coruña 2026";"0";"tabla salarial hostelería a coruña";"0";"500";"no";"1";"500";""
"110";"sectorial-provincial";"hosteleria";"Ávila";"Convenio Hostelería Ávila";"convenio hostelería ávila";"0";"convenio hostelería ávila 2026";"500";"tabla salarial hostelería ávila";"0";"500";"no";"1";"500";""
"51";"sectorial-provincial";"metal";"Ceuta";"Convenio Metal Ceuta";"convenio metal ceuta";"500";"convenio metal ceuta 2026";"0";"tabla salarial metal ceuta";"0";"500";"no";"1";"500";""
"60";"sectorial-provincial";"limpieza";"Baleares";"Convenio Limpieza de Edificios y Locales Baleares";"convenio limpieza de edificios y locales baleares";"500";"convenio limpieza de edificios y locales baleares 2026";"0";"tabla salarial limpieza de edificios y locales baleares";"0";"500";"no";"1";"500";""
"61";"sectorial-provincial";"limpieza";"Barcelona";"Convenio Limpieza de Edificios y Locales Barcelona";"convenio limpieza de edificios y locales barcelona";"500";"convenio limpieza de edificios y locales barcelona 2026";"0";"tabla salarial limpieza de edificios y locales barcelona";"0";"500";"si";"1";"500";""
"65";"sectorial-provincial";"limpieza";"Cádiz";"Convenio Limpieza de Edificios y Locales Cádiz";"convenio limpieza de edificios y locales cádiz";"500";"convenio limpieza de edificios y locales cádiz 2026";"0";"tabla salarial limpieza de edificios y locales cádiz";"0";"500";"no";"1";"500";""
"83";"sectorial-provincial";"limpieza";"Málaga";"Convenio Limpieza de Edificios y Locales Málaga";"convenio limpieza de edificios y locales málaga";"500";"convenio limpieza de edificios y locales málaga 2026";"0";"tabla salarial limpieza de edificios y locales málaga";"0";"500";"si";"1";"500";""
"52";"sectorial-provincial";"metal";"Melilla";"Convenio Metal Melilla";"convenio metal melilla";"500";"convenio metal melilla 2026";"0";"tabla salarial metal melilla";"0";"500";"no";"1";"500";""
"55";"sectorial-provincial";"limpieza";"Alicante";"Convenio Limpieza de Edificios y Locales Alicante";"convenio limpieza de edificios y locales alicante";"500";"convenio limpieza de edificios y locales alicante 2026";"0";"tabla salarial limpieza de edificios y locales alicante";"0";"500";"no";"1";"500";""
"88";"sectorial-provincial";"limpieza";"Las Palmas";"Convenio Limpieza de Edificios y Locales Las Palmas";"convenio limpieza de edificios y locales las palmas";"500";"convenio limpieza de edificios y locales las palmas 2026";"0";"tabla salarial limpieza de edificios y locales las palmas";"0";"500";"si";"1";"500";""
"130";"sectorial-provincial";"hosteleria";"Jaén";"Convenio Hostelería Jaén";"convenio hostelería jaén";"0";"convenio hostelería jaén 2026";"0";"tabla salarial hostelería jaén";"500";"500";"no";"1";"500";""
"333";"sectorial-provincial";"panaderia";"Málaga";"Convenio Panadería Málaga";"convenio panadería málaga";"500";"convenio panadería málaga 2026";"0";"tabla salarial panadería málaga";"0";"500";"no";"1";"500";""
"179";"sectorial-provincial";"construccion";"Guadalajara";"Convenio Construcción Guadalajara";"convenio construcción guadalajara";"0";"convenio construcción guadalajara 2026";"500";"tabla salarial construcción guadalajara";"0";"500";"no";"1";"500";""
"172";"sectorial-provincial";"construccion";"Ciudad Real";"Convenio Construcción Ciudad Real";"convenio construcción ciudad real";"0";"convenio construcción ciudad real 2026";"500";"tabla salarial construcción ciudad real";"0";"500";"no";"1";"500";""
"191";"sectorial-provincial";"construccion";"Palencia";"Convenio Construcción Palencia";"convenio construcción palencia";"0";"convenio construcción palencia 2026";"500";"tabla salarial construcción palencia";"0";"500";"no";"1";"500";""
"183";"sectorial-provincial";"construccion";"León";"Convenio Construcción León";"convenio construcción león";"0";"convenio construcción león 2026";"500";"tabla salarial construcción león";"0";"500";"no";"1";"500";""
"324";"sectorial-provincial";"panaderia";"Bizkaia";"Convenio Panadería Bizkaia";"convenio panadería bizkaia";"500";"convenio panadería bizkaia 2026";"0";"tabla salarial panadería bizkaia";"0";"500";"no";"1";"500";""
"181";"sectorial-provincial";"construccion";"Huesca";"Convenio Construcción Huesca";"convenio construcción huesca";"0";"convenio construcción huesca 2026";"500";"tabla salarial construcción huesca";"0";"500";"no";"1";"500";""
"182";"sectorial-provincial";"construccion";"Jaén";"Convenio Construcción Jaén";"convenio construcción jaén";"0";"convenio construcción jaén 2026";"500";"tabla salarial construcción jaén";"0";"500";"no";"1";"500";""
"160";"sectorial-provincial";"construccion";"Almería";"Convenio Construcción Almería";"convenio construcción almería";"0";"convenio construcción almería 2026";"500";"tabla salarial construcción almería";"0";"500";"no";"1";"500";""
"347";"sectorial-provincial";"comercio";"Sevilla";"Convenio Comercio General Sevilla";"convenio comercio general sevilla";"500";"convenio comercio general sevilla 2026";"0";"tabla salarial comercio general sevilla";"0";"500";"no";"1";"500";""
"149";"sectorial-provincial";"hosteleria";"Teruel";"Convenio Hostelería Teruel";"convenio hostelería teruel";"500";"convenio hostelería teruel 2026";"0";"tabla salarial hostelería teruel";"0";"500";"no";"1";"500";""
"162";"sectorial-provincial";"construccion";"Ávila";"Convenio Construcción Ávila";"convenio construcción ávila";"0";"convenio construcción ávila 2026";"500";"tabla salarial construcción ávila";"0";"500";"no";"1";"500";""
"337";"sectorial-provincial";"panaderia";"Baleares";"Convenio Panadería Baleares";"convenio panadería baleares";"500";"convenio panadería baleares 2026";"0";"tabla salarial panadería baleares";"0";"500";"no";"1";"500";""
"146";"sectorial-provincial";"hosteleria";"Soria";"Convenio Hostelería Soria";"convenio hostelería soria";"0";"convenio hostelería soria 2026";"500";"tabla salarial hostelería soria";"0";"500";"no";"1";"500";""
"362";"autonomico";"hosteleria";"Galicia";"Convenio Hosteleria Galicia";"convenio hosteleria galicia";"500";"convenio hosteleria galicia 2026";"0";"tabla salarial hosteleria galicia";"0";"500";"no";"0,8";"400";""
"374";"estatal";"comercio";"Estatal";"Convenio Estatal Comercio";"convenio comercio estatal";"500";"convenio comercio estatal 2026";"0";"tabla salarial comercio estatal";"0";"500";"no";"0,7";"350";""
"415";"empresa";"alimentacion";"Murcia";"Convenio El Pozo";"convenio el pozo";"0";"convenio el pozo 2026";"0";"tabla salarial el pozo";"500";"500";"no";"0,6";"300";""
"418";"empresa";"contact center";"Estatal";"Convenio Konecta";"convenio konecta";"500";"convenio konecta 2026";"0";"tabla salarial konecta";"0";"500";"no";"0,6";"300";""
"417";"empresa";"contact center";"Estatal";"Convenio Atento";"convenio atento";"500";"convenio atento 2026";"0";"tabla salarial atento";"0";"500";"no";"0,6";"300";""
"423";"empresa";"sanidad";"Estatal";"Convenio Quirónsalud";"convenio quirónsalud";"0";"convenio quirónsalud 2026";"0";"tabla salarial quirónsalud";"500";"500";"no";"0,6";"300";""
"411";"empresa";"retail";"Estatal";"Convenio Decathlon España";"convenio decathlon españa";"500";"convenio decathlon españa 2026";"0";"tabla salarial decathlon españa";"0";"500";"no";"0,6";"300";""
"383";"empresa";"metal";"Valladolid/Palencia";"Convenio Renault España";"convenio renault españa";"500";"convenio renault españa 2026";"0";"tabla salarial renault españa";"0";"500";"no";"0,6";"300";""
"385";"empresa";"metal-naval";"Ferrol";"Convenio Navantia Ferrol";"convenio navantia ferrol";"500";"convenio navantia ferrol 2026";"0";"tabla salarial navantia ferrol";"0";"500";"no";"0,6";"300";""
"388";"empresa";"metal";"Álava";"Convenio Tubacex";"convenio tubacex";"500";"convenio tubacex 2026";"0";"tabla salarial tubacex";"0";"500";"no";"0,6";"300";""
"379";"empresa";"metal";"Vigo";"Convenio Stellantis Vigo";"convenio stellantis vigo";"500";"convenio stellantis vigo 2026";"0";"tabla salarial stellantis vigo";"0";"500";"no";"0,6";"300";""
"380";"empresa";"metal";"Madrid";"Convenio Stellantis Madrid";"convenio stellantis madrid";"500";"convenio stellantis madrid 2026";"0";"tabla salarial stellantis madrid";"0";"500";"no";"0,6";"300";""
"381";"empresa";"metal";"Zaragoza";"Convenio Stellantis Zaragoza";"convenio stellantis zaragoza";"500";"convenio stellantis zaragoza 2026";"0";"tabla salarial stellantis zaragoza";"0";"500";"no";"0,6";"300";""
"405";"empresa";"aviacion";"Estatal";"Convenio Vueling";"convenio vueling";"500";"convenio vueling 2026";"0";"tabla salarial vueling";"0";"500";"no";"0,6";"300";""
"406";"empresa";"aviacion";"Estatal";"Convenio Air Europa";"convenio air europa";"500";"convenio air europa 2026";"0";"tabla salarial air europa";"0";"500";"no";"0,6";"300";""
"410";"empresa";"retail";"Estatal";"Convenio El Corte Inglés";"convenio el corte inglés";"0";"convenio el corte inglés 2026";"0";"tabla salarial el corte inglés";"500";"500";"no";"0,6";"300";""
"392";"empresa";"energia";"Estatal";"Convenio Naturgy";"convenio naturgy";"500";"convenio naturgy 2026";"0";"tabla salarial naturgy";"0";"500";"no";"0,6";"300";""
"397";"empresa";"telecom";"Estatal";"Convenio Vodafone España";"convenio vodafone españa";"500";"convenio vodafone españa 2026";"0";"tabla salarial vodafone españa";"0";"500";"no";"0,6";"300";""
"399";"empresa";"banca";"Estatal";"Convenio Santander";"convenio santander";"500";"convenio santander 2026";"0";"tabla salarial santander";"0";"500";"no";"0,6";"300";""
"425";"empresa";"sanidad";"Estatal";"Convenio Adeslas";"convenio adeslas";"500";"convenio adeslas 2026";"0";"tabla salarial adeslas";"0";"500";"no";"0,6";"300";""
"366";"autonomico";"ayuda a domicilio";"Catalunya";"Convenio Ayuda A Domicilio Catalunya";"convenio ayuda a domicilio catalunya";"0";"convenio ayuda a domicilio catalunya 2026";"0";"tabla salarial ayuda a domicilio catalunya";"0";"0";"no";"0,8";"0";""
"123";"sectorial-provincial";"hosteleria";"Cuenca";"Convenio Hostelería Cuenca";"convenio hostelería cuenca";"0";"convenio hostelería cuenca 2026";"0";"tabla salarial hostelería cuenca";"0";"0";"no";"1";"0";""
"104";"sectorial-provincial";"limpieza";"Melilla";"Convenio Limpieza de Edificios y Locales Melilla";"convenio limpieza de edificios y locales melilla";"0";"convenio limpieza de edificios y locales melilla 2026";"0";"tabla salarial limpieza de edificios y locales melilla";"0";"0";"no";"1";"0";""
"368";"autonomico";"ayuda a domicilio";"País Vasco";"Convenio Ayuda A Domicilio País Vasco";"convenio ayuda a domicilio país vasco";"0";"convenio ayuda a domicilio país vasco 2026";"0";"tabla salarial ayuda a domicilio país vasco";"0";"0";"no";"0,8";"0";""
"127";"sectorial-provincial";"hosteleria";"Guadalajara";"Convenio Hostelería Guadalajara";"convenio hostelería guadalajara";"0";"convenio hostelería guadalajara 2026";"0";"tabla salarial hostelería guadalajara";"0";"0";"no";"1";"0";""
"360";"sectorial-provincial";"comercio";"Alicante";"Convenio Comercio General Alicante";"convenio comercio general alicante";"0";"convenio comercio general alicante 2026";"0";"tabla salarial comercio general alicante";"0";"0";"no";"1";"0";""
"144";"sectorial-provincial";"hosteleria";"Segovia";"Convenio Hostelería Segovia";"convenio hostelería segovia";"0";"convenio hostelería segovia 2026";"0";"tabla salarial hostelería segovia";"0";"0";"no";"1";"0";""
"139";"sectorial-provincial";"hosteleria";"Palencia";"Convenio Hostelería Palencia";"convenio hostelería palencia";"0";"convenio hostelería palencia 2026";"0";"tabla salarial hostelería palencia";"0";"0";"no";"1";"0";""
"363";"autonomico";"hosteleria";"Andalucía";"Convenio Hosteleria Andalucía";"convenio hosteleria andalucía";"0";"convenio hosteleria andalucía 2026";"0";"tabla salarial hosteleria andalucía";"0";"0";"no";"0,8";"0";""
"132";"sectorial-provincial";"hosteleria";"Lleida";"Convenio Hostelería Lleida";"convenio hostelería lleida";"0";"convenio hostelería lleida 2026";"0";"tabla salarial hostelería lleida";"0";"0";"no";"1";"0";""
"369";"autonomico";"dependencia";"Andalucía";"Convenio Dependencia Andalucía";"convenio dependencia andalucía";"0";"convenio dependencia andalucía 2026";"0";"tabla salarial dependencia andalucía";"0";"0";"no";"0,8";"0";""
"376";"empresa";"metal";"Vitoria";"Convenio Mercedes-Benz Vitoria";"convenio mercedes-benz vitoria";"0";"convenio mercedes-benz vitoria 2026";"0";"tabla salarial mercedes-benz vitoria";"0";"0";"no";"0,6";"0";""
"375";"estatal";"transporte mercancias";"Estatal";"Convenio Estatal Transporte Mercancias";"convenio transporte mercancias estatal";"0";"convenio transporte mercancias estatal 2026";"0";"tabla salarial transporte mercancias estatal";"0";"0";"no";"0,7";"0";""
"377";"empresa";"metal";"Almussafes";"Convenio Ford España Almussafes";"convenio ford españa almussafes";"0";"convenio ford españa almussafes 2026";"0";"tabla salarial ford españa almussafes";"0";"0";"no";"0,6";"0";""
"96";"sectorial-provincial";"limpieza";"Tarragona";"Convenio Limpieza de Edificios y Locales Tarragona";"convenio limpieza de edificios y locales tarragona";"0";"convenio limpieza de edificios y locales tarragona 2026";"0";"tabla salarial limpieza de edificios y locales tarragona";"0";"0";"no";"1";"0";""
"97";"sectorial-provincial";"limpieza";"Teruel";"Convenio Limpieza de Edificios y Locales Teruel";"convenio limpieza de edificios y locales teruel";"0";"convenio limpieza de edificios y locales teruel 2026";"0";"tabla salarial limpieza de edificios y locales teruel";"0";"0";"no";"1";"0";""
"101";"sectorial-provincial";"limpieza";"Zamora";"Convenio Limpieza de Edificios y Locales Zamora";"convenio limpieza de edificios y locales zamora";"0";"convenio limpieza de edificios y locales zamora 2026";"0";"tabla salarial limpieza de edificios y locales zamora";"0";"0";"no";"1";"0";""
"103";"sectorial-provincial";"limpieza";"Ceuta";"Convenio Limpieza de Edificios y Locales Ceuta";"convenio limpieza de edificios y locales ceuta";"0";"convenio limpieza de edificios y locales ceuta 2026";"0";"tabla salarial limpieza de edificios y locales ceuta";"0";"0";"no";"1";"0";""
"100";"sectorial-provincial";"limpieza";"Valladolid";"Convenio Limpieza de Edificios y Locales Valladolid";"convenio limpieza de edificios y locales valladolid";"0";"convenio limpieza de edificios y locales valladolid 2026";"0";"tabla salarial limpieza de edificios y locales valladolid";"0";"0";"no";"1";"0";""
"98";"sectorial-provincial";"limpieza";"Toledo";"Convenio Limpieza de Edificios y Locales Toledo";"convenio limpieza de edificios y locales toledo";"0";"convenio limpieza de edificios y locales toledo 2026";"0";"tabla salarial limpieza de edificios y locales toledo";"0";"0";"no";"1";"0";""
"373";"estatal";"seguridad privada";"Estatal";"Convenio Estatal Seguridad Privada";"convenio seguridad privada estatal";"0";"convenio seguridad privada estatal 2026";"0";"tabla salarial seguridad privada estatal";"0";"0";"no";"0,7";"0";""
"358";"sectorial-provincial";"comercio";"Navarra";"Convenio Comercio General Navarra";"convenio comercio general navarra";"0";"convenio comercio general navarra 2026";"0";"tabla salarial comercio general navarra";"0";"0";"no";"1";"0";""
"343";"sectorial-provincial";"comercio";"Valencia";"Convenio Comercio General Valencia";"convenio comercio general valencia";"0";"convenio comercio general valencia 2026";"0";"tabla salarial comercio general valencia";"0";"0";"no";"1";"0";""
"342";"sectorial-provincial";"comercio";"Barcelona";"Convenio Comercio General Barcelona";"convenio comercio general barcelona";"0";"convenio comercio general barcelona 2026";"0";"tabla salarial comercio general barcelona";"0";"0";"no";"1";"0";""
"158";"sectorial-provincial";"construccion";"Albacete";"Convenio Construcción Albacete";"convenio construcción albacete";"0";"convenio construcción albacete 2026";"0";"tabla salarial construcción albacete";"0";"0";"no";"1";"0";""
"346";"sectorial-provincial";"comercio";"Álava";"Convenio Comercio General Álava";"convenio comercio general álava";"0";"convenio comercio general álava 2026";"0";"tabla salarial comercio general álava";"0";"0";"no";"1";"0";""
"156";"sectorial-provincial";"hosteleria";"Melilla";"Convenio Hostelería Melilla";"convenio hostelería melilla";"0";"convenio hostelería melilla 2026";"0";"tabla salarial hostelería melilla";"0";"0";"no";"1";"0";""
"341";"sectorial-provincial";"comercio";"Madrid";"Convenio Comercio General Madrid";"convenio comercio general madrid";"0";"convenio comercio general madrid 2026";"0";"tabla salarial comercio general madrid";"0";"0";"no";"1";"0";""
"175";"sectorial-provincial";"construccion";"Cuenca";"Convenio Construcción Cuenca";"convenio construcción cuenca";"0";"convenio construcción cuenca 2026";"0";"tabla salarial construcción cuenca";"0";"0";"no";"1";"0";""
"336";"sectorial-provincial";"panaderia";"Tenerife";"Convenio Panadería Tenerife";"convenio panadería tenerife";"0";"convenio panadería tenerife 2026";"0";"tabla salarial panadería tenerife";"0";"0";"no";"1";"0";""
"338";"sectorial-provincial";"panaderia";"Navarra";"Convenio Panadería Navarra";"convenio panadería navarra";"0";"convenio panadería navarra 2026";"0";"tabla salarial panadería navarra";"0";"0";"no";"1";"0";""
"340";"sectorial-provincial";"panaderia";"Alicante";"Convenio Panadería Alicante";"convenio panadería alicante";"0";"convenio panadería alicante 2026";"0";"tabla salarial panadería alicante";"0";"0";"no";"1";"0";""
"339";"sectorial-provincial";"panaderia";"Murcia";"Convenio Panadería Murcia";"convenio panadería murcia";"0";"convenio panadería murcia 2026";"0";"tabla salarial panadería murcia";"0";"0";"no";"1";"0";""
"354";"sectorial-provincial";"comercio";"Granada";"Convenio Comercio General Granada";"convenio comercio general granada";"0";"convenio comercio general granada 2026";"0";"tabla salarial comercio general granada";"0";"0";"no";"1";"0";""
"353";"sectorial-provincial";"comercio";"Málaga";"Convenio Comercio General Málaga";"convenio comercio general málaga";"0";"convenio comercio general málaga 2026";"0";"tabla salarial comercio general málaga";"0";"0";"no";"1";"0";""
"355";"sectorial-provincial";"comercio";"Las Palmas";"Convenio Comercio General Las Palmas";"convenio comercio general las palmas";"0";"convenio comercio general las palmas 2026";"0";"tabla salarial comercio general las palmas";"0";"0";"no";"1";"0";""
"357";"sectorial-provincial";"comercio";"Baleares";"Convenio Comercio General Baleares";"convenio comercio general baleares";"0";"convenio comercio general baleares 2026";"0";"tabla salarial comercio general baleares";"0";"0";"no";"1";"0";""
"356";"sectorial-provincial";"comercio";"Tenerife";"Convenio Comercio General Tenerife";"convenio comercio general tenerife";"0";"convenio comercio general tenerife 2026";"0";"tabla salarial comercio general tenerife";"0";"0";"no";"1";"0";""
"352";"sectorial-provincial";"comercio";"Cádiz";"Convenio Comercio General Cádiz";"convenio comercio general cádiz";"0";"convenio comercio general cádiz 2026";"0";"tabla salarial comercio general cádiz";"0";"0";"no";"1";"0";""
"348";"sectorial-provincial";"comercio";"Zaragoza";"Convenio Comercio General Zaragoza";"convenio comercio general zaragoza";"0";"convenio comercio general zaragoza 2026";"0";"tabla salarial comercio general zaragoza";"0";"0";"no";"1";"0";""
"155";"sectorial-provincial";"hosteleria";"Ceuta";"Convenio Hostelería Ceuta";"convenio hostelería ceuta";"0";"convenio hostelería ceuta 2026";"0";"tabla salarial hostelería ceuta";"0";"0";"no";"1";"0";""
"153";"sectorial-provincial";"hosteleria";"Zamora";"Convenio Hostelería Zamora";"convenio hostelería zamora";"0";"convenio hostelería zamora 2026";"0";"tabla salarial hostelería zamora";"0";"0";"no";"1";"0";""
